n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,integration_method,n_t,cut_x,cut_y,cut_z,grids,n_runs,n_seeds,source_dirs,seeds
512,64,25,100.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,12500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,64,55000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,25000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,12.0,,,,,3,3,output_nm,100805;105469;130471
512,128,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,24.0,,,,,3,3,output_nm,100805;105469;130471
512,256,25,,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,4,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,6,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,1,1,output,100805
512,512,8,100.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,8,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,12,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,100.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,500.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,16,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,45,30,output;output_no_pairs,100805;105469;105648;130471;135135;143455;145992;153768;159302;167029;167815;238461;274935;286038;352871;360177;394826;479728;496023;512837;527875;591734;648219;689421;723546;733579;745198;817354;893274;902156
512,512,25,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,,20.0,20.0,3.5,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,3.0,,,,,,7,7,output_nm,100805;105469;130471;135135;143455;145992;479728
512,512,25,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,25000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,0.5,,,,,14,14,output_nm,100805;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,30,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,2,2,output_nm,100805;105469
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.049526,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.099052,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.148577,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.180094,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.198,,,,,,,2,2,output_nm,100805;105469
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.360187,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.540281,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.720375,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.900468,2.0,6.0,,,,,13,13,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,1.080562,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,1.260655,2.0,6.0,,,,,13,13,output_nm,100805;105469;130471;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,1.440749,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,1.620843,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,1.800936,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.008,12.0,0.12,100,1.98103,2.0,6.0,,,,,13,13,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;527875
512,512,25,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,1000000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,1000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,3000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,5000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,48,500000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,7000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,10000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,25000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,50000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,100000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,250000.0,0.624,0.9,0.008,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
